Date,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms),Running duration (ms),Calisthenics duration (ms),Other duration (ms)
2022-12-18,3,1398.3145330360555,93.70696331741503,,,,,,,,,,0.5845990751432523,1.2645983581886397,0.28274958786343,195,,,,,,138140,,,
2022-12-19,18,1437.8928993486088,954.1017817568446,7.0,7,,,,,,,,0.738024018623151,1.3269526530871523,0.282749604659165,1579,,,,,,915281,,,
2022-12-20,,1391.2793440818787,,,,,,,,,,,,,,27,,,,,,,,,
2022-12-21,,1398.2879169791552,,,,,,,,,,,,,,71,,,,,,137617,,,
2022-12-22,32,1494.197305093243,1576.4938248540625,11.0,11,,,,,,,,0.43954771987308466,1.2578824412135245,0.28274959715595643,2693,,,,,,2020849,,,
2022-12-23,74,1599.1096611227672,3836.107678002505,25.0,25,,,,,,,,0.7646257032632068,1.3671640393772149,0.2827495897046736,6310,,,,,,4080858,,,
2022-12-24,1,1396.225125052058,92.74187380263325,,,,,,,,,,0.2827496010171176,0.2827496221456357,0.2827495998511014,194,,,,,,97113,,,
2022-12-25,3,1402.9862892197812,105.44258325100428,,,,,,,,,,0.4901144467843929,0.9845486957777314,0.28274960673617777,219,,,,,,229872,,,
2022-12-26,87,1644.194654635856,4301.946519547207,29.0,29,,,,,,,,0.5323459819317906,1.5045397257315123,0.2733246280768663,7198,,,,,,4966126,,,
2022-12-27,116,1723.3020993548516,6606.967285705453,70.0,70,,,,,,,,0.7659100009755211,1.6018501623467685,0.2703455317004168,10755,,,,,,6519442,,,
2022-12-28,,1391.2793440818787,,,,,,,,,,,,,,62,,,,,,,,,
2022-12-29,105,1578.8686992334508,5690.712035353999,54.0,52,89.63898305084746,139.0,57.0,,,,,0.5459292799107325,1.9892266647541093,0.001851851851851852,8458,,,,,,4912517,,,1080000
2022-12-30,24,1438.4571960542596,2252.0,20.0,20,82.30306345733041,133.0,62.0,,,,,0.583906622193867,1.5055555555555555,3.003003003003003E-4,3384,,,,,,1740000,,,
2022-12-31,202,1810.6503276381118,9554.06374087697,70.0,63,84.22426981919332,135.0,59.0,13.718000411987305,100.50611114501953,13.765750885009766,100.5422134399414,0.42552707546639884,5.864931583404541,0.0,14553,,,,,,10838792,,,840000
2023-01-01,31,1439.2871853053673,2516.410488786661,27.0,27,95.51580056179775,136.0,67.0,13.824509620666504,100.56910705566406,13.82493782043457,100.57146453857422,0.6508515047542393,1.7262594377705676,7.446016381236039E-4,3666,,,,,3765516,1467507,,,
2023-01-02,60,1429.6208632114315,1685.0,9.0,9,83.8442932728647,129.0,61.0,,,,,0.09412264865433655,1.288888888888889,0.0020952380952380953,2692,,,,,6733868,1110157,,,2520000
2023-01-03,12,1458.5044414492445,669.0,,,86.71275018532246,126.0,58.0,,,,,0.10779197345256404,0.25303030303030305,3.831417624521073E-4,1096,,,,,,1320000,,,720000
2023-01-04,1,1394.4664757624446,0.0,,,,,,,,,,0.0,0.0,0.0,191,,,,,,62581,,,
2023-01-05,104,1610.8961883911293,2186.0231493549663,44.0,44,91.36170212765957,128.0,63.0,13.761591911315918,100.53706359863281,13.825304985046387,100.5711441040039,0.4218482798707593,2.2877357006073,0.0012413793103448277,3238,,,,,,4864203,,,960000
2023-01-06,83,1561.1066021416073,4406.105484645073,40.0,40,81.80170098478067,131.0,58.0,13.817723274230957,100.56330871582031,13.824885368347168,100.5684814453125,0.3995178121196174,1.5533333333333332,4.8696198554822495E-4,6713,,,,,,4566209,,,
2023-01-07,135,1567.7477337600544,5491.291153077403,55.0,51,82.64424572317263,152.0,53.0,13.750947952270508,100.52933502197266,13.757590293884277,100.53385162353516,0.4131671040840809,2.466352852110413,5.135387488328665E-4,8036,,,,,,5091898,,,
2023-01-08,,1403.5020890577634,275.0,,,87.38939606741573,117.0,71.0,,,,,0.13873013009163027,0.275,0.001547061882475299,468,,,,,,240000,,,
2023-01-09,126,1623.7950978553204,6290.801053422957,47.0,47,85.37378303198888,131.0,54.0,13.734033584594727,100.53157806396484,13.802339553833008,100.55374908447266,0.5557580286769473,1.7333333333333334,0.0019970951343500363,9333,,,,,,5248007,,,1800000
2023-01-10,1,1391.2793440818787,30.0,,,89.68181818181819,110.0,78.0,,,,,3.477051460361613E-4,3.477051460361613E-4,3.477051460361613E-4,51,,,,,,,,,
2023-01-11,3,1399.3493605241024,283.0,,,89.61052631578947,135.0,63.0,,,,,0.0032800185442744554,0.0032800185442744554,0.0032800185442744554,476,,,,,,158459,,,
2023-01-12,186,1514.805420317471,5053.8331624819075,54.0,54,94.3375,137.0,64.0,13.763195037841797,100.53732299804688,13.824928283691406,100.56716918945312,0.513961148734674,1.5663793022093702,0.0,7496,,,,,,4069126,,,6960000
2023-01-13,57,1459.1636245941654,1860.6230342189792,10.0,10,83.43823915900131,119.0,53.0,13.880216598510742,100.564453125,13.882858276367188,100.56549072265625,1.212984780598669,14.405900001525879,0.0,3118,,,,,,1371757,,,1860000
2023-01-14,95,1072.3213325362128,4236.560837594039,28.0,28,103.4983870967742,140.0,63.0,13.75757122039795,100.56049346923828,13.824926376342773,100.57032012939453,0.23461842074265413,1.5149597837675695,0.0,6406,,,,,,3539829,,,1860000
2023-01-15,2,1391.2793440818784,222.0,,,75.08499413833529,118.0,56.0,,,,,0.002573018080667594,0.002573018080667594,0.002573018080667594,376,,,,,,,,,
2023-01-16,,1391.2793440818784,87.0,,,83.1106526631658,111.0,57.0,,,,,0.0010083449235048678,0.0010083449235048678,0.0010083449235048678,147,,,,,,,,,
2023-01-17,30,1417.9080945237474,1681.0,12.0,12,83.05876216968011,128.0,55.0,,,,,0.11945329054096876,1.5266666666666666,0.0018726591760299626,2579,,,,,,960000,,,1080000
2023-01-18,60,1455.579670795715,3748.1712636504076,25.0,24,83.61648122392211,127.0,56.0,13.734787940979004,100.53154754638672,13.736598014831543,100.53372955322266,0.35177792741520914,1.3337098424557174,0.004495614035087719,5659,,,,,,2987167,,,480000
2023-01-19,34,1428.808191752964,152.0,12.0,12,85.10257301808066,125.0,58.0,13.824604034423828,100.56920623779297,13.824881553649902,100.57138061523438,0.5836465800590696,1.3105912741782357,4.693049213597159E-4,261,,,,,,736899,,,780000
2023-01-20,10,1402.6176819701989,934.0,10.0,10,85.19819193324061,115.0,54.0,,,,,0.7271135938806632,1.4533333333333334,3.6852116024726583E-4,1303,,,,,,600000,,,
2023-01-21,242,1132.7646339142937,3062.143080821904,9.0,9,77.46070931849792,127.0,54.0,,,,,0.12658075718969614,1.5972222222222223,5.817335660267597E-4,4875,,,,,,3218126,,,10980000
2023-01-22,,,34.0,,,77.17575757575757,96.0,69.0,,,,,0.14157184611004514,0.28274962638791595,3.940658321743162E-4,57,,,,,,,,,
2023-01-23,,1391.2793440818784,24.0,,,78.28151260504201,94.0,69.0,,,,,2.781641168289291E-4,2.781641168289291E-4,2.781641168289291E-4,40,,,,,,,,,
2023-01-24,219,1550.664553469317,4927.288838404541,46.0,42,76.95345489443378,142.0,57.0,13.763310432434082,100.5372543334961,13.764418601989746,100.54074096679688,0.20590169555433205,1.5333333333333334,0.0,7336,,,,,,3860169,,,8820000
2023-01-25,126,1593.9492264724352,7318.011077986913,47.0,47,83.96373779637378,138.0,57.0,13.73228645324707,100.52967071533203,13.824979782104492,100.57020568847656,0.34542023383463816,6.2037553787231445,0.0028273809523809523,10911,,,,,,6833174,,,720000
2023-01-26,451,1617.645576772923,4408.5312608271315,29.0,29,82.27468706536857,137.0,55.0,13.802698135375977,100.55313110351562,13.824893951416016,100.57113647460938,0.17494701435922688,4.3912886020420325,0.0,6218,58.966983795166016,58.96700668334961,58.96696090698242,,,3551749,,,23280000
2023-01-27,5,1353.4477518388594,1001.0,5.0,5,80.61273486430062,118.0,58.0,,,,,0.6871709511448427,1.4066666666666667,0.005778101480941976,1576,,,,,,347166,,,
2023-01-28,36,1591.3351121436713,1645.0,13.0,13,89.58101529902642,145.0,59.0,,,,,0.12482702540966296,1.4777777777777779,0.002854938271604938,2491,,,,,,2166360,,,960000
2023-01-29,25,1389.5846460587318,1259.909090909091,6.0,6,86.4412786657401,116.0,56.0,,,,,0.1359783349981149,1.4444444444444444,0.0019309678976587015,1905,,,,,,1514376,,,
2023-01-30,163,1650.5945788573651,5938.802160338368,69.0,48,85.97139197267293,123.0,71.0,13.742829322814941,100.49896240234375,13.824894905090332,100.5687026977539,0.3716384744091244,4.093642711639404,0.0022043010752688173,11378,,,,,,10392893,,,
2023-01-31,26,1508.645995242759,70.55870798981638,24.0,24,108.74418604651163,132.0,82.0,,,,,7.881316338306905E-4,7.881316338306905E-4,7.881316338306905E-4,119,,,,,,,,1514599,
2023-02-01,11,1496.0353250567728,145.34357122861675,,,102.78781038374717,144.0,70.0,13.82459545135498,100.57137298583984,13.82459545135498,100.57137298583984,0.08224173578796114,0.27666666666666667,0.0,260,,,,,,77374,,,600000
2023-02-02,194,1755.6511713227585,7324.082618572559,86.0,76,95.89381933438986,152.0,61.0,13.736071586608887,100.53202819824219,13.824553489685059,100.57140350341797,0.6120141859443166,1.7083333333333333,0.0,10950,,,,,,10293977,,,1020000
2023-02-03,187,1740.7101906748808,5599.415797208702,51.0,51,90.71820809248555,138.0,64.0,13.813172340393066,100.5605239868164,13.881171226501465,100.56513214111328,0.5290584878066258,2.0861682891845703,0.0,9438,,,,,,10477920,,,1200000
2023-02-04,54,1442.6377976490762,1529.3144996489095,5.0,5,89.225,131.0,70.0,13.919686317443848,100.60226440429688,13.920944213867188,100.60431671142578,0.3310597912762758,1.394800900483753,0.0,2491,,,,,,1287580,,,2640000
2023-02-05,3,1349.2731552228572,19.340508891317306,,,93.1,106.0,84.0,,,,,1.5067222994900325E-4,1.5067222994900325E-4,1.5067222994900325E-4,33,,,,,,71854,,,
2023-02-06,21,1360.2092318089408,13.0,,,,,,,,,,0.497363366483065,1.2725993036105443,0.2544746537267376,22,,,,,,306206,,,
2023-02-07,29,1404.864753016469,0.2621696801112656,,,,,,,,,,0.2798029241084348,3.3621034622192383,0.0,2175,,,,,,1263139,,,
2023-02-08,47,1373.4320885250186,504.63677987325434,,,79.91834677419355,115.0,64.0,,,,,0.3776687486740636,0.779231223135242,0.0,1378,,,,,,352069,,,2400000
2023-02-09,6,1369.451151504831,25.843099181763996,,,68.86559139784946,103.0,56.0,,,,,0.2664891885428987,1.040323367783377,1.274918868799258E-4,45,,,,,,504254,,,
2023-02-10,13,1372.1040443710817,0.22183588317107092,,,,,,,,,,0.4953683896855403,0.83488782032495,0.0,1049,,,,,,561103,,,
2023-02-11,7,1355.544812006525,0.0,,,,,,,,,,0.318831560013469,0.660973165491699,0.0,506,,,,,,206251,,,
2023-02-12,2,1354.861169675278,0.0,,,,,,,,,,0.14323644163916055,1.23514520219936,0.0,245,,,,,,191601,,,
2023-02-13,19,1572.148657522955,0.0,17.0,17,,,,,,,,0.14306388214668775,0.89049178598814,0.0,341,,,,,,240068,,1057547,
2023-02-14,33,1663.4867007551954,0.0,20.0,20,,,,,,,,0.15213718303633866,0.8413917644532712,0.0,991,66.2244873046875,66.2244873046875,66.2244873046875,,,428397,,1272617,
2023-02-15,15,1412.0012065331046,494.7480380101369,,,85.35891089108911,119.0,68.0,,,,,0.5656229060533146,1.3049206733703613,0.26389964090180196,1154,,,,,,792428,,,
2023-02-16,11,1463.4657956369597,0.0,,,,,,,,,,0.3512113775234054,0.9568358485487141,0.0,805,,,,,,981358,,,
2023-02-17,22,1488.969735233788,1217.2545775001054,,,86.32410423452768,134.0,70.0,,,,,0.5389253230069261,1.4383608102798462,0.04696969696969697,2097,,,,,,1397482,,,
2023-02-18,52,2213.464527334127,217.1352195932925,46.0,46,77.67656765676567,117.0,51.0,21.94151496887207,96.13026428222656,21.94161033630371,96.13031768798828,0.3941425743931008,0.8938527667226417,0.2827495991666201,505,,,,,,373876,,2898681,
2023-02-19,17,1474.3823648707282,464.30568933921455,,,95.79569892473118,128.0,82.0,,,,,0.29481944891437845,1.0963576988401447,0.17,1052,,,,,,997079,,,300000
2023-02-20,25,1663.7519948891322,0.0,17.0,17,,,,,,,,0.1433257790164685,0.6245473429259513,0.0,768,,,,,,283681,,1085152,
2023-02-21,6,1432.5538010359742,0.0,,,,,,,,,,0.0,0.0,0.0,514,,,,,,262853,,,
2023-02-22,57,1743.8522776218365,390.61559809644086,23.0,23,78.08471074380165,120.0,56.0,,,,,0.3496421677878686,3.7778966426849365,0.2544746537267376,975,,,,,,484810,,1386940,1500000
2023-02-23,25,1442.7513617414677,824.8054376708128,,,84.18840579710145,112.0,63.0,,,,,0.20006152247136333,1.602117657661438,0.0,711,,,,,,453512,,,1080000
2023-02-24,4,1420.3064482069653,0.0,,,,,,,,,,0.0,0.0,0.0,13,,,,,,33870,,,
2023-02-25,41,1561.742932275734,558.9698368196647,7.0,7,87.88916256157636,117.0,66.0,,,,,0.23348930023223483,0.43333333333333335,0.0018673023440603893,1126,,,,,,356134,,511646,1440000
2023-02-26,13,1463.4230050520102,714.5228578311894,,,79.83858267716535,104.0,59.0,,,,,0.15097291360228934,0.46111111111111114,0.00153023598820059,139,,,,,,840000,,,780000
2023-02-27,22,1518.265788636812,2.6626106194690267,3.0,3,71.6923076923077,89.0,59.0,,,,,0.3786289280672062,1.2523751403693326,0.0,1963,,,,,,1865371,,,
2023-02-28,7,1437.8126378267132,0.0,,,,,,,,,,0.9427257713016202,4.985236644744873,0.0,547,,,,,,361175,,,
2023-03-01,129,1540.73186731606,2438.3164244512946,19.0,18,83.5606343283582,117.0,67.0,21.95149803161621,96.07805633544922,21.952747344970703,96.07979583740234,0.7224169913240005,7.239999771118164,0.0,5785,,,,,,2412113,,,3600000
2023-03-02,51,1455.9877751770268,691.9713810728206,,,86.07371794871794,110.0,61.0,,,,,0.3527339804333129,1.4760011434555054,0.004867986798679868,1172,,,,,,653152,,,2460000
2023-03-03,190,1514.7413723500745,878.9443379162868,1.0,1,86.28157894736842,125.0,62.0,,,,,0.7618732457025389,5.874996662139893,0.0,2281,,,,,,1799476,,,10320000
2023-03-04,11,1432.4631959880346,13.717663421418637,,,72.29166666666667,107.0,57.0,,,,,1.0516902114735822,2.6058530807495117,1.6226240148354195E-4,54,,,,,,261159,,,
2023-03-05,2,1426.765614682391,4.201668984700974,,,75.0,79.0,71.0,,,,,4.636068613815485E-5,4.636068613815485E-5,4.636068613815485E-5,7,,,,,,154634,,,
2023-03-06,3,1435.117485308606,4.0,,,,,,,,,,4.636068613815485E-5,4.636068613815485E-5,4.636068613815485E-5,6,,,,,,310785,,,
2023-03-07,6,1428.831666507544,0.08066759388038942,,,,,,,,,,0.39038967034239613,0.9543864737287718,0.0,571,,,,,,193262,,,
2023-03-08,15,1507.3973147290826,570.9848646656269,,,81.26442307692308,140.0,58.0,,,,,0.30189685604990046,1.0915783886080554,8.210180623973728E-5,597,,,,,,1662167,,,
2023-03-09,11,1469.2377568889592,18.51684428577878,7.0,7,,,,21.941499710083008,96.13006591796875,21.941499710083008,96.13006591796875,0.38599202268431304,0.8173506933963157,0.0,789,,,,500467,,413823,,,
2023-03-10,7,1441.5559570004916,0.0,,,69.96311475409836,108.0,55.0,,,,,0.13549026573939357,0.4261297392981224,0.0,635,,,,,,431163,,,
2023-03-11,6,1433.2266850447381,0.0,,,79.75,117.0,57.0,,,,,0.0,0.0,0.0,622,,,,,,275434,,,
2023-03-12,194,1634.1675224768057,2298.6994903799396,,,88.55,121.0,57.0,,,,,0.15340963227511228,0.7021299148655611,0.0,4214,,,,,,3953846,,,8160000
2023-03-13,4,1429.2876334695775,253.53121825063113,,,,,,,,,,0.5628794259416726,1.1724146604537964,0.2544746537267376,595,,,,,,201787,,,
2023-03-14,66,1587.0974481276025,3470.6586185141136,28.0,28,,,,13.762863159179688,100.53719329833984,13.825501441955566,100.57147216796875,0.6584386047400295,1.4586592910469174,0.2733246280768663,5792,,,,,,3152283,,,
2023-03-15,,1418.494882106781,,,,,,,,,,,,,,42,,,,,,,,,
2023-03-16,,1422.6289112480702,15.833978454108117,,,,,,,,,,0.26389964090180196,0.26389964090180196,0.26389964090180196,109,,,,,,77292,,,
2023-03-17,,1418.4948821067812,,,,,,,,,,,,,,28,,,,,,,,,
2023-03-18,95,1660.3661479801494,4431.710679356108,37.0,37,,,,13.727609634399414,100.52825164794922,13.824843406677246,100.57029724121094,0.5340667116865732,2.4025132613534943,0.20316530922656392,7920,,,,,,4522154,,,
2023-03-19,50,1542.9119041081433,2585.3249057873895,27.0,27,,,,13.761789321899414,100.53700256347656,13.8248929977417,100.57144927978516,0.375412739642929,1.705814928035796,0.2544746537267376,4262,,,,,,2326167,,,
2023-03-20,,1418.494882106781,,,,,,,,,,,,,,41,,,,,,,,,
2023-03-21,16,1564.4531449905166,24.881966142169897,15.0,15,,,,,,,,0.2827496020912219,0.2827496020912219,0.2827496020912219,129,,,,,,,,978680,
2023-03-22,22,1627.1494099739184,,22.0,22,,,,,,,,,,,74,63.925465471718866,64.99978637695312,60.191707611083984,,,,,1427207,
2023-03-23,32,1484.2420331131395,1629.8908350928393,10.0,10,,,,13.735054969787598,100.5318832397461,13.736371994018555,100.5339126586914,0.5295997940566634,3.9981072055701596,0.26389964090180196,2650,,,,,,1711640,,,
2023-03-24,17,1605.354501250638,36.757449982750984,16.0,16,,,,,,,,0.31377353212117715,0.37307241051561685,0.2544746537267376,65,,,,,,,,1015707,
2023-03-25,137,1845.2013849331106,7721.039389252199,69.0,68,,,,13.739192008972168,100.5167007446289,13.82497501373291,100.57111358642578,0.9167835589818965,2.8426905386232986,0.010402583551546348,10888,,,,,,6966983,,716537,
2023-03-26,85,1613.8323820405096,4249.170539001664,31.0,31,,,,13.749841690063477,100.53719329833984,13.824923515319824,100.56775665283203,0.7415510892312057,3.010861577051564,0.23386550636794218,7118,,,,,,4232999,,,
2023-03-27,,1400.4081645155923,18.38245554072522,,,,,,,,,,0.6410761230113937,1.0250670909881592,0.2733246280768663,246,,,,,,80536,,,
2023-03-28,142,2113.8851897177065,5046.620507407898,86.0,85,,,,13.802757263183594,100.55387115478516,13.82490348815918,100.57140350341797,0.6833862147623665,2.8765576677316496,0.22941432182814506,9403,,,,,,6002734,,2410482,
2023-03-29,24,1580.2739418739932,,24.0,24,,,,13.824591636657715,100.57135772705078,13.824591636657715,100.57135772705078,,,,13,,,,,,,,1470554,
2023-03-30,20,1624.168238994319,63.335913816432466,20.0,20,,,,,,,,0.27884093988774394,0.282749618468993,0.2544746537267376,188,64.80000305175781,64.80000305175781,64.80000305175781,,,,,1259067,
2023-03-31,112,2049.3459007870733,4153.919572059457,78.0,77,,,,13.816744804382324,100.56229400634766,13.824955940246582,100.57135009765625,0.8261123061305332,3.400131777601643,0.2827495901808795,6745,,,,,,3949534,,2086454,
2023-04-01,113,1949.7185085383792,4226.555714077671,59.0,59,,,,13.814318656921387,100.56025695800781,13.828816413879395,100.57013702392578,0.5477165939225371,2.9780824072466086,0.26389964090180196,6309,,,,,,3005872,,2156172,
2023-04-02,,1417.3548688662256,49.763932284339795,,,,,,,,,,0.7668184662051603,3.4361963272094727,0.2827495998511014,145,,,,,,251305,,,
2023-04-03,,1404.2500395774841,,,,,,,,,,,,,,16,,,,,,,,,
2023-04-04,52,1731.3104256579732,1927.3550318887956,30.0,30,,,,13.824084281921387,100.56659698486328,13.844882011413574,100.58023834228516,0.38620085940199467,1.2301418801906487,0.24693980862848772,2566,,,,,,1528325,,1354051,
2023-04-05,,1404.2500395774841,,,,,,,,,,,,,,29,,,,,,,,,
2023-04-06,106,1703.758796393982,6110.7369930943405,47.0,47,,,,13.704497337341309,100.56343841552734,13.828780174255371,100.60526275634766,0.5041160805110348,9.450360298156738,0.14679953184776004,9190,,,,,,5743536,,,
2023-04-07,87,1681.4859284646036,4007.4428339831393,54.0,53,,,,13.82459545135498,100.56660461425781,13.829629898071289,100.57063293457031,0.5144341437762278,1.5910843547516902,0.04997641521994591,7952,,,,,,5316419,,,
2023-04-08,21,1617.5744284232464,17.5304761456197,21.0,21,,,,13.824542045593262,100.57136535644531,13.824542045593262,100.57136535644531,0.6837265922923661,0.9076524376869202,0.2827496105820016,98,,,,,,,,1277349,
2023-04-09,21,1628.4454698056968,21.48897075914673,20.0,20,,,,,,,,0.5343030464996971,0.7858564853668213,0.28274960763257284,64,,,,,,,,1274823,
2023-04-10,41,1535.706809983191,1613.1889186994376,8.0,8,,,,13.816863059997559,100.56218719482422,13.818188667297363,100.56430053710938,0.8032598445257091,4.02005672454834,0.28274958629837305,2724,,,,,,2520883,,,
2023-04-11,38,1881.161383954193,,38.0,38,,,,,,,,0.5656666159629822,0.5656666159629822,0.5656666159629822,40,63.79999923706055,63.79999923706055,63.79999923706055,,,,,2371315,
2023-04-12,126,1602.9070598655173,6078.855819647669,42.0,41,,,,13.757659912109375,100.56336975097656,13.824568748474121,100.57134246826172,0.7214191159734635,1.756395936012268,0.14062338544608025,10128,,,,,,4074753,,,
2023-04-13,166,1768.5976367933893,8276.419277729452,52.0,52,,,,13.727845191955566,100.49907684326172,13.824992179870605,100.57198333740234,0.7146174954113772,21.01974105834961,0.25447463899712053,13579,,,,,,7310440,,,
2023-04-14,54,1506.1161566431874,2729.372377310616,21.0,21,,,,13.816802024841309,100.562255859375,13.824992179870605,100.5708999633789,1.012516754348559,7.565366268157959,0.19766792108563278,4526,,,,,,2184576,,,
2023-04-15,1,1394.2500014305112,28.955532759743846,,,,,,,,,,0.2827495911239656,0.2827495911239656,0.2827495911239656,104,,,,,,,,,
2023-04-16,92,1653.3954045558758,4462.172322922118,40.0,40,,,,13.856204986572266,100.58515167236328,13.876038551330566,100.60028076171875,0.5709384441630632,1.7959720132292796,0.0702269351007314,7694,,,,,,5060714,,,
2023-04-17,,1394.2500014305115,3.958494613527029,,,,,,,,,,0.5336405038833619,0.5336405038833618,0.5336405038833618,27,,,,,,,,,
2023-04-18,18,1442.4032894414274,831.7705489225428,1.0,1,,,,,,,,0.8009409306311314,1.0476530167078344,0.26389964090180196,1470,,,,,,940360,,,
2023-04-19,93,1664.8571010946434,7887.074127321904,41.0,41,,,,13.719959259033203,100.5242919921875,13.89465618133545,100.61563873291016,0.5268861591796133,4.538393841854242,0.043322560120042895,8410,,,,,,5284542,,,
2023-04-20,155,1835.1488763634852,6358.9038343616,27.0,27,,,,13.718741416931152,100.50227355957031,13.824950218200684,100.57090759277344,0.6059061791048663,2.143683462022722,0.06960496964716797,11141,,,,,,8610084,,,
2023-04-21,50,1510.2376775877597,2403.980448788129,21.0,21,,,,13.81686019897461,100.56155395507812,13.825000762939453,100.57147979736328,0.32265404333294984,1.4664970285823085,0.2544746537267376,4153,,,,,,2265061,,,
2023-04-22,29,1481.1310643725237,1812.0770512708834,14.0,14,,,,13.763261795043945,100.54090881347656,13.824675559997559,100.57115936279297,0.847007938717481,10.033459663391113,0.2827495911239656,2844,,,,,,1696653,,,
2023-04-23,8,1416.5846420935527,461.9029058126788,3.0,3,,,,,,,,0.39326626158784467,1.243625869224058,0.2544746537267376,833,,,,,,436162,,,
2023-04-24,116,1760.6462799073288,5490.89615211377,37.0,37,,,,13.797006607055664,100.55216217041016,13.829338073730469,100.56975555419922,0.4686662154835608,2.059999942779541,0.06330313699543791,10098,,,,,,7155159,,,
2023-04-25,45,1529.6320157284554,2551.657595831189,19.0,18,,,,13.824701309204102,100.56644439697266,13.83371353149414,100.57172393798828,0.6529261294804464,4.343348503112793,0.06899043421786821,3688,,,,,,2643803,,,
2023-04-26,19,1448.068900196821,1097.6746701759826,11.0,11,,,,13.824862480163574,100.56694030761719,13.824992179870605,100.56744384765625,0.6015000628195213,1.2654442272083837,0.2827495911239656,1896,,,,,,1051001,,,
2023-04-27,11,1435.6714253729854,451.48800657219044,2.0,2,,,,,,,,0.7656300880821969,1.0594717956869768,0.28274959532975735,833,,,,,,808897,,,
2023-04-28,56,1555.798703488434,3011.6844412168844,36.0,36,,,,13.824670791625977,100.56665802001953,13.828136444091797,100.57078552246094,0.5883421861753491,1.4453422687309843,0.2827495890525345,5709,,,,,,3154799,,,
2023-04-29,100,1692.695748188119,5651.367332797077,47.0,47,,,,13.824017524719238,100.5663070678711,13.829631805419922,100.57076263427734,0.4672892651796026,2.283504849947001,0.2544746537267376,9281,,,,,,5828189,,,
2023-04-30,121,1746.8054826656987,6596.944534908322,64.0,64,,,,13.749460220336914,100.53163146972656,13.832056999206543,100.57141876220703,1.123419873903538,3.3399999141693115,0.23845589657993174,11062,,,,,,6884871,,,
2023-05-01,53,1551.574187506074,3403.531108720351,16.0,16,,,,13.733610153198242,100.52982330322266,13.74577808380127,100.53599548339844,0.507346970344988,3.55845090610666,0.2403561545842021,4198,,,,,,3072302,,,
2023-05-02,,1394.2500014305115,74.64589842650969,,,,,,,,,,0.4168585145616384,1.1128199100494385,0.2733246280768663,225,,,,,,,,,
2023-05-03,90,1609.8655720189097,3619.40517778744,22.0,22,,,,13.817533493041992,100.56352233886719,13.881309509277344,100.57066345214844,0.4980528246283653,2.421270246780819,0.05433397663009754,6474,,,,,,4210644,,,
2023-05-04,130,1749.3160279104948,5866.979129085102,42.0,42,,,,12.567026138305664,101.46208953857422,12.574617385864258,101.46810150146484,1.8756361272845843,26.500335693359375,0.10991862190440403,9959,,,,875233,,5998084,,,
2023-05-05,97,1676.3094873920147,5501.328935539794,42.0,42,,,,12.573920249938965,101.43838500976562,12.628667831420898,101.46221160888672,0.7569977921595687,1.7962817206912185,0.20659860703040053,8558,,,,,,5508193,,,
2023-05-06,89,1606.2010489896961,3741.2670810521586,14.0,14,,,,12.913944244384766,100.85807037353516,12.983529090881348,100.9172592163086,3.400326235177296,19.96164894104004,0.2544746537267376,6629,,,,,,4139080,,,
2023-05-07,41,1479.0089621944835,2603.2096152612758,18.0,18,,,,13.824670791625977,100.56640625,13.829015731811523,100.5710678100586,0.7371724271270919,2.3946151432478704,0.26389964090180196,3639,,,,,,1655214,,,
2023-05-08,2,1394.2500014305117,57.680921511393855,,,,,,,,,,0.41876786721599524,0.5547861267994176,0.28274960763257284,102,,,,,,,,,
2023-05-09,5,1402.4961163044104,144.20230377848463,,,,,,,,,,0.5128238591525359,0.7440779348735018,0.28274960895767853,308,,,,,,161034,,,
2023-05-10,1,1400.4639037599443,90.29598219667366,,,,,,,,,,0.31357941672663664,1.0457593163360415,0.2544746537267376,327,,,,,,121348,,,
2023-05-11,,1394.2500014305117,,,,,,,,,,,0.9988017082214355,0.9988017082214355,0.9988017082214355,165,,,,,,,,,
2023-05-12,60,1579.5750322844851,2488.2158778702524,10.0,10,,,,13.809232711791992,100.56733703613281,13.824914932250977,100.57109069824219,0.8275256065245171,1.8001938353951372,0.05851838877044278,4638,,,,,,3619116,,,
2023-05-13,71,1602.3745406919406,4053.3402507758606,18.0,18,,,,13.746369361877441,100.540283203125,13.81826114654541,100.57597351074219,0.7531066870702591,10.22494888305664,0.0701147651063019,5535,,,,,,4064356,,,
2023-05-14,,1394.2500014305115,,,,,,,,,,,,,,54,,,,,,,,,
2023-05-15,24,1443.8362788918319,1187.9068387409404,11.0,11,,,,13.824594497680664,100.56682586669922,13.82489013671875,100.57144165039062,0.4149524222054164,1.5050663081395355,0.2806116217562373,2082,,,,,,968345,,,
2023-05-16,1,1397.497465401306,59.9429184334093,,,,,,,,,,0.43972171428856366,0.7042331742458876,0.26389964090180196,146,,,,,,63418,,,
2023-05-17,2,1396.3363400814005,55.98442381988227,,,,,,,,,,0.6817272639974791,0.9264308214187622,0.2827496076325728,109,,,,,,40743,,,
